Name,Value,Value Type,Type,Discount Class
47IRINA,-50,percentage,Amount Off,order
47Annika,-47,percentage,Amount Off,order
OUISTITI45,-45,percentage,Amount Off,order
MIKADO45,-45,percentage,Amount Off,order
MIKADO50,-50,percentage,Amount Off,order
RIKE47,-47,percentage,Amount Off,order
47NADINE,-47,percentage,Amount Off,order
VALERIE47,-47,percentage,Amount Off,order
MINA45,-45,percentage,Amount Off,order
Jelena47,-47,percentage,Amount Off,order
EVICOZY,-47,percentage,Amount Off,order
MARINE45,-45,percentage,Amount Off,order
POUSSINE45,-45,percentage,Amount Off,order
POUSSINE50,-50,percentage,Amount Off,order
CHARISMA47,-47,percentage,Amount Off,order
HOME45,-45,percentage,Amount Off,order
HOME50,-50,percentage,Amount Off,order
TRIPLEWONDER47,-47,percentage,Amount Off,order
COZYJULIA47,-47,percentage,Amount Off,order
COZYKIRA,-47,percentage,Amount Off,order
HUGO47,-47,percentage,Amount Off,order
TWINS47,-47,percentage,Amount Off,order
Basics,-40,percentage,Amount Off,order
JUSE47,-47,percentage,Amount Off,order
SARAH47,-47,percentage,Amount Off,order
VIVIANE47,-47,percentage,Amount Off,order
47MAMA,-47,percentage,Amount Off,order
47SARAH,-47,percentage,Amount Off,order
JASMINMOMLIFE,-50,percentage,Amount Off,order
MILENACOZY,-40,percentage,Amount Off,order
MARIACOZY47,-47,percentage,Amount Off,order
CINDYCOZY,-47,percentage,Amount Off,order
ANJA47,-47,percentage,Amount Off,order
IRISCOZY,-50,percentage,Amount Off,order
JACKIECOZY,-50,percentage,Amount Off,order
SANDRACOZY,-44,percentage,Amount Off,order
ISABELLCOZY,-47,percentage,Amount Off,order
KRISTINCOZY,-47,percentage,Amount Off,order
CLAUDIA47,-47,percentage,Amount Off,order
VALENTINACOZY,-50,percentage,Amount Off,order
SASKIACOZY,-47,percentage,Amount Off,order
DEBORAHCOZY,-47,percentage,Amount Off,order
COZYVANLIFE,-47,percentage,Amount Off,order
COZYJESSY,-47,percentage,Amount Off,order
COZYJOLINA,-47,percentage,Amount Off,order
COZYCHRISSI,-47,percentage,Amount Off,order
cozytanja,-47,percentage,Amount Off,order
janinecozy,-44,percentage,Amount Off,order
reyhancozy,-47,percentage,Amount Off,order
cozyvanessa,-47,percentage,Amount Off,order
ASLICOZY,-35,percentage,Amount Off,order
SABRINA47,-47,percentage,Amount Off,order
47PINK,-47,percentage,Amount Off,order
RAMONA47,-47,percentage,Amount Off,order
MARIBELCOZY,-47,percentage,Amount Off,order
YARACOZY,-47,percentage,Amount Off,order
SXLN45,-45,percentage,Amount Off,order
SXLN50,-50,percentage,Amount Off,order
COZY47,-47,percentage,Amount Off,order
COOKIE,-47,percentage,Amount Off,order
47TANJA,-47,percentage,Amount Off,order
MELLI47,-47,percentage,Amount Off,order
47VERENA,-47,percentage,Amount Off,order
KETCHEM47,-47,percentage,Amount Off,order
VICTORIA47,-47,percentage,Amount Off,order
PENDERIE,-50,percentage,Amount Off,order
CARLITA47,-47,percentage,Amount Off,order
TRINKSAUFMICH47,-47,percentage,Amount Off,order
AURELY45,-45,percentage,Amount Off,order
FABIOLA47,-47,percentage,Amount Off,order
MARLENE47,-47,percentage,Amount Off,order
LANA47,-47,percentage,Amount Off,order
WUNDERBARCOZY,-47,percentage,Amount Off,order
KATHI47,-47,percentage,Amount Off,order
JOJO47,-47,percentage,Amount Off,order
SELBSTKREIERT47,-47,percentage,Amount Off,order
KURVENRAUSCH47,-47,percentage,Amount Off,order
RENATA47,-47,percentage,Amount Off,order
BLUEHEART47,-47,percentage,Amount Off,order
LAURITHA47,-47,percentage,Amount Off,order
AVENTURE45,-45,percentage,Amount Off,order
YOKO45,-45,percentage,Amount Off,order
TINA47,-47,percentage,Amount Off,order
PAULA47,-40,percentage,Amount Off,order
STEFFI47,-40,percentage,Amount Off,order
ZEILENLIEBE47,-47,percentage,Amount Off,order
MARENCOZY,-50,percentage,Amount Off,order
TINE47,-47,percentage,Amount Off,order
KIMI47,-47,percentage,Amount Off,order
ANNAMARIA47,-47,percentage,Amount Off,order
MUSSELINKIND47,-47,percentage,Amount Off,order
FAST45,-45,percentage,Amount Off,order
PASSION45,-45,percentage,Amount Off,order
JEFRO47,-47,percentage,Amount Off,order
CELINECOZY,-47,percentage,Amount Off,order
NORA47,-47,percentage,Amount Off,order
JULIECOZY,-50,percentage,Amount Off,order
TWIN50,-50,percentage,Amount Off,order
FILIZ47,-47,percentage,Amount Off,order
TUBACOZY,-45,percentage,Amount Off,order
GIULIA47,-47,percentage,Amount Off,order
COZYLIZA,-47,percentage,Amount Off,order
AHOI47,-47,percentage,Amount Off,order
COZYDAYSNADINE,-47,percentage,Amount Off,order
VIC47,-47,percentage,Amount Off,order
SHASHA,-45,percentage,Amount Off,order
LOUISACOZYDAYS,-47,percentage,Amount Off,order
ABENTEUER47,-47,percentage,Amount Off,order
JUDI47,-47,percentage,Amount Off,order
COZYJASMIN,-50,percentage,Amount Off,order
OCE,-50,percentage,Amount Off,order
NATASCHACOZY,-47,percentage,Amount Off,order
FLUSINE47,-47,percentage,Amount Off,order
COZYFRANZI,-47,percentage,Amount Off,order
AMELINE,-44,percentage,Amount Off,order
VERENACOZYDAYS,-50,percentage,Amount Off,order
LAARA45,-45,percentage,Amount Off,order
COZYMAMI,-50,percentage,Amount Off,order
KATHICOZYDAYS,-47,percentage,Amount Off,order
COZYROSELLAMIA,-47,percentage,Amount Off,order
ROSELLACOZY,-47,percentage,Amount Off,order
ANNACOZYDAYS,-47,percentage,Amount Off,order
PIACOZYDAYS,-47,percentage,Amount Off,order
FRANZISKACOZY,-50,percentage,Amount Off,order
SUSANNCOZY,-47,percentage,Amount Off,order
JOELINACOZY,-47,percentage,Amount Off,order
mammanna50,-50,percentage,Amount Off,order
BIRDIE47,-47,percentage,Amount Off,order
NAINS45,-45,percentage,Amount Off,order
NAINS50,-50,percentage,Amount Off,order
ALINACOZYHOME,-35,percentage,Amount Off,order
WOODHOUSE45,-40,percentage,Amount Off,order
ANI47,-47,percentage,Amount Off,order
MINIME47,-47,percentage,Amount Off,order
47LISA,-47,percentage,Amount Off,order
STEPHANIE47,-47,percentage,Amount Off,order
MORENA47,-47,percentage,Amount Off,order
47SINA,-47,percentage,Amount Off,order
MICHELLECOZY47,-47,percentage,Amount Off,order
SARA47,-47,percentage,Amount Off,order
karina47,-47,percentage,Amount Off,order
ALINA47,-47,percentage,Amount Off,order
47NORA,-47,percentage,Amount Off,order
FRANZY47,-47,percentage,Amount Off,order
ULLI47,-47,percentage,Amount Off,order
CHRISTIN47,-47,percentage,Amount Off,order
CINDY47,-47,percentage,Amount Off,order
NAOMI47,-47,percentage,Amount Off,order
ALISSA47,-47,percentage,Amount Off,order
MARLEN47,-47,percentage,Amount Off,order
CAPUCINELOVES,-50,percentage,Amount Off,order
CINE,-45,percentage,Amount Off,order
JANINECOZY47,-47,percentage,Amount Off,order
STEVE,-40,percentage,Amount Off,order
PAUL,-40,percentage,Amount Off,order
ZIANIA45,-40,percentage,Amount Off,order
COZYDAY,-50,percentage,Amount Off,order
DREIRAD47,-47,percentage,Amount Off,order
BUTIK47,-47,percentage,Amount Off,order
HAPPYVANESSE,-45,percentage,Amount Off,order
VALESKA47,-47,percentage,Amount Off,order
TONI47,-47,percentage,Amount Off,order
JASMINCOZYDAYS,-47,percentage,Amount Off,order
Mylene47,-47,percentage,Amount Off,order
ANAHITA47,-47,percentage,Amount Off,order
STELLA47,-47,percentage,Amount Off,order
JULIANNACOZY,-47,percentage,Amount Off,order
COSMO47,-47,percentage,Amount Off,order
COCO47,-47,percentage,Amount Off,order
julie47,-47,percentage,Amount Off,order
LISI47,-47,percentage,Amount Off,order
JUSTINE47,-47,percentage,Amount Off,order
LINI47,-47,percentage,Amount Off,order
SUPERGIRL47,-47,percentage,Amount Off,order
WHATSNEXT47,-47,percentage,Amount Off,order
47DANI,-47,percentage,Amount Off,order
SUSICOZY,-50,percentage,Amount Off,order
ANGELINA47,-47,percentage,Amount Off,order
RANDACOZY,-45,percentage,Amount Off,order
VERONIKA47,-47,percentage,Amount Off,order
47PAULA,-47,percentage,Amount Off,order
abhignya47,-47,percentage,Amount Off,order
LALOU45,-45,percentage,Amount Off,order
OPSOMER45,-45,percentage,Amount Off,order
NINASPECIAL,-47,percentage,Amount Off,order
CHOCO47,-47,percentage,Amount Off,order
IAMFIONA,-45,percentage,Amount Off,order
ANNIKACOZY,-47,percentage,Amount Off,order
COZYMUM,-47,percentage,Amount Off,order
alinaxloves47,-47,percentage,Amount Off,order
BRITTA45,-45,percentage,Amount Off,order
V47,-47,percentage,Amount Off,order
FELICOZY,0,percentage,Amount Off,order
47MELISSA,-47,percentage,Amount Off,order
WORLD47,-47,percentage,Amount Off,order
MODEUSE45,-45,percentage,Amount Off,order
JUSTI45,-45,percentage,Amount Off,order
PEGGY47,-47,percentage,Amount Off,order
47ANNA,-47,percentage,Amount Off,order
DAHOAM47,-47,percentage,Amount Off,order
MONDE45,-45,percentage,Amount Off,order
MONDE50,-50,percentage,Amount Off,order
47CARINA,-47,percentage,Amount Off,order
RICCI,-45,percentage,Amount Off,order
WUNDER47,-47,percentage,Amount Off,order
COZYGOODLIFE,-47,percentage,Amount Off,order
ARZUCOZY,-47,percentage,Amount Off,order
SARAHSPECIAL,-47,percentage,Amount Off,order
MARTACOZY,-50,percentage,Amount Off,order
JANACOZY,-44,percentage,Amount Off,order
LARA47,-47,percentage,Amount Off,order
LINDACOZY,-47,percentage,Amount Off,order
JANACOZYDAYS,-47,percentage,Amount Off,order
SANDRACOZYDAYS,-47,percentage,Amount Off,order
47DENISE,-47,percentage,Amount Off,order
47FASHIONFORCE,-47,percentage,Amount Off,order
MYLEEN47,-47,percentage,Amount Off,order
MELINACOZYDAYS,-47,percentage,Amount Off,order
NATUERLICH47,-47,percentage,Amount Off,order
COZYDAYSANNA,-47,percentage,Amount Off,order
URSULACOZY,-47,percentage,Amount Off,order
KITSCH45,-45,percentage,Amount Off,order
GABY45,-45,percentage,Amount Off,order
47JESSY,-47,percentage,Amount Off,order
DANIELAM45,-45,percentage,Amount Off,order
47JULIACOZY,-47,percentage,Amount Off,order
47SABINE,-47,percentage,Amount Off,order
47filiz,-47,percentage,Amount Off,order
CAMILLESCH,-50,percentage,Amount Off,order
escanutells,-50,percentage,Amount Off,order
47KATHI,-47,percentage,Amount Off,order
47MARINA,-47,percentage,Amount Off,order
NADINECOZY47,-47,percentage,Amount Off,order
LENA47,-47,percentage,Amount Off,order
47FROEHLICH,-47,percentage,Amount Off,order
FROEHLICH47,-47,percentage,Amount Off,order
TATJANA47,-47,percentage,Amount Off,order
47ANJA,-47,percentage,Amount Off,order
CATHARINA47,-47,percentage,Amount Off,order
KRISTINA47,-47,percentage,Amount Off,order
IRI45,-45,percentage,Amount Off,order
NICOLE57,-57,percentage,Amount Off,order
ANNIKAHERBST,-47,percentage,Amount Off,order
MALIKA,-50,percentage,Amount Off,order
SUPER45,-45,percentage,Amount Off,order
ULLI47,-47,percentage,Amount Off,order
ROMANE,-45,percentage,Amount Off,order
ELODIE45,-45,percentage,Amount Off,order
VIKTORIA45,-45,percentage,Amount Off,order
FRANZY45,-45,percentage,Amount Off,order
MODEMEL45,-45,percentage,Amount Off,order
NKM50,-50,percentage,Amount Off,order
RESICOZY,-30,percentage,Amount Off,order
LOPEZ45,-45,percentage,Amount Off,order
LOPEZ50,-50,percentage,Amount Off,order
LILI45,-45,percentage,Amount Off,order
STEVENOW,-50,percentage,Amount Off,order
PAULNOW,-50,percentage,Amount Off,order
45GIULIA,-45,percentage,Amount Off,order
VIK45,-45,percentage,Amount Off,order
vale50,-50,percentage,Amount Off,order
MMEMAMAN45,-45,percentage,Amount Off,order
MMEMAMAN50,-50,percentage,Amount Off,order
PRETTYUS,-45,percentage,Amount Off,order
PULICI45,-45,percentage,Amount Off,order
PULICI50,-50,percentage,Amount Off,order
HELOIISE,-45,percentage,Amount Off,order
ESTELLE,-45,percentage,Amount Off,order
COZYCHRISTNA,-45,percentage,Amount Off,order
COZYCHRISTINA,-50,percentage,Amount Off,order
GIVEAWAY45,-45,percentage,Amount Off,order
COZYLARISA,-45,percentage,Amount Off,order
45VRONI,-45,percentage,Amount Off,order
VAMILY45,-45,percentage,Amount Off,order
45KATJA,-45,percentage,Amount Off,order
ANNACOZYHOME,-45,percentage,Amount Off,order
NINASUESS,-40,percentage,Amount Off,order
PAULAKRAEMER,-40,percentage,Amount Off,order
VIVEKA45,-45,percentage,Amount Off,order
VIVEKA50,-50,percentage,Amount Off,order
IRIS45,-45,percentage,Amount Off,order
ANNIHERBST,-45,percentage,Amount Off,order
45DANIELA,-45,percentage,Amount Off,order
CHRISTINCOZY,-45,percentage,Amount Off,order
Jacqueline45,-45,percentage,Amount Off,order
RANA45,-45,percentage,Amount Off,order
LARACOZY,-50,percentage,Amount Off,order
COZY45,-40,percentage,Amount Off,order
45LENA,-40,percentage,Amount Off,order
KATHRINHERBST,-45,percentage,Amount Off,order
TIFFANY45,-45,percentage,Amount Off,order
JANE45,-50,percentage,Amount Off,order
giuliano45,-45,percentage,Amount Off,order
SAB45,-45,percentage,Amount Off,order
SAB50,-50,percentage,Amount Off,order
BEAUFOUR45,0,percentage,Amount Off,order
MARYA45,0,percentage,Amount Off,order
CALLI45,-45,percentage,Amount Off,order
YAELLE45,-45,percentage,Amount Off,order
YAELLE50,-50,percentage,Amount Off,order
LANDMAEDCHEN45,-45,percentage,Amount Off,order
45LEILA,-45,percentage,Amount Off,order
MODEANDSOME,-45,percentage,Amount Off,order
HOMELY,-45,percentage,Amount Off,order
MARIEHERBST,-45,percentage,Amount Off,order
WELTENBUNT,-50,percentage,Amount Off,order
45ANGELINA,-40,percentage,Amount Off,order
KIMLIANNE,-50,percentage,Amount Off,order
giusy50,-50,percentage,Amount Off,order
MELO45,-45,percentage,Amount Off,order
45JOSI,-45,percentage,Amount Off,order
JOSI50,-50,percentage,Amount Off,order
GINACOZY,-45,percentage,Amount Off,order
CAROSDIARY50,-50,percentage,Amount Off,order
CHARLIE50,-50,percentage,Amount Off,order
HANNA50,-50,percentage,Amount Off,order
50HANNA,-50,percentage,Amount Off,order
IRIS50,-50,percentage,Amount Off,order
JESSY50,-50,percentage,Amount Off,order
JULES50,-50,percentage,Amount Off,order
PATRIZIA50,-50,percentage,Amount Off,order
RAMONA50,-50,percentage,Amount Off,order
ELISA50,-50,percentage,Amount Off,order
50CHRISTINA,-50,percentage,Amount Off,order
50EVELYN,-50,percentage,Amount Off,order
DEBORAH50,-50,percentage,Amount Off,order
50CHRISTIN,-50,percentage,Amount Off,order
JOLINA50,-50,percentage,Amount Off,order
SOPHIA50,-50,percentage,Amount Off,order
50JOHANNA,-50,percentage,Amount Off,order
KRISTIN50,-50,percentage,Amount Off,order
KARO50,-50,percentage,Amount Off,order
TINA50,-50,percentage,Amount Off,order
LARA50,-50,percentage,Amount Off,order
TREND50,-40,percentage,Amount Off,order
LILI50,-50,percentage,Amount Off,order
LILLY50,-50,percentage,Amount Off,order
MYRI50,-40,percentage,Amount Off,order
DANIELA50,-50,percentage,Amount Off,order
CHRISSI50,-50,percentage,Amount Off,order
50FASHION,-50,percentage,Amount Off,order
50LARA,-50,percentage,Amount Off,order
JANINESPECIAL,-40,percentage,Amount Off,order
SANDRASPECIAL,-50,percentage,Amount Off,order
SERLINA50,-50,percentage,Amount Off,order
50MICHELLE,-50,percentage,Amount Off,order
MARLEN50,-50,percentage,Amount Off,order
JACKIE50,-50,percentage,Amount Off,order
50CELINE,-50,percentage,Amount Off,order
SANDRALOVE50,-50,percentage,Amount Off,order
ELOMAPR,-45,percentage,Amount Off,order
LUCINDA,-45,percentage,Amount Off,order
SONNYLOOPS,-50,percentage,Amount Off,order
CHATON45,-45,percentage,Amount Off,order
NOUVELLEVIE45,-45,percentage,Amount Off,order
NOUVELLEVIE50,-50,percentage,Amount Off,order
SETS50,-50,percentage,Amount Off,product
KANUZA45,-45,percentage,Amount Off,order
KANUZA50,-50,percentage,Amount Off,order
ELENA,-44,percentage,Amount Off,order
HALLOWEEN,-50,percentage,Amount Off,order
SOFIA45,-45,percentage,Amount Off,order
ELIF45,-45,percentage,Amount Off,order
JULE45,-45,percentage,Amount Off,order
MAREIKE45,-45,percentage,Amount Off,order
HICARO45,-45,percentage,Amount Off,order
REGINACOZY,-50,percentage,Amount Off,order
MICHAELA45,-45,percentage,Amount Off,order
ADORABLE50,-50,percentage,Amount Off,order
GILDA45,-45,percentage,Amount Off,order
brigida50,-50,percentage,Amount Off,order
NASTASIA45,-45,percentage,Amount Off,order
CATHI45,-50,percentage,Amount Off,order
DEBI45,-45,percentage,Amount Off,order
AMBROUILLE,-50,percentage,Amount Off,order
HERBSTJULIA,-45,percentage,Amount Off,order
ITSFANNY,-45,percentage,Amount Off,order
NATALIESFAM,-45,percentage,Amount Off,order
SOPHIACOZY,-45,percentage,Amount Off,order
HalloSTELLA,-40,percentage,Amount Off,order
frances45,-40,percentage,Amount Off,order
45dajana,-40,percentage,Amount Off,order
sisichen45,-40,percentage,Amount Off,order
janinakindt45,-40,percentage,Amount Off,order
nicola45,-40,percentage,Amount Off,order
giulie45,-40,percentage,Amount Off,order
fiteva45,-40,percentage,Amount Off,order
JULY45,-40,percentage,Amount Off,order
EMA50,-50,percentage,Amount Off,order
COZYHANNA,-45,percentage,Amount Off,order
pingu45,-40,percentage,Amount Off,order
ozisanti45,-40,percentage,Amount Off,order
peppermint45,-40,percentage,Amount Off,order
BRENDA50,-50,percentage,Amount Off,order
MARIBEL50,-50,percentage,Amount Off,order
PLUME45,-45,percentage,Amount Off,order
ANISSA45,-45,percentage,Amount Off,order
MARYLINE45,-45,percentage,Amount Off,order
les lunes,0,percentage,Amount Off,order
giorgia45,-45,percentage,Amount Off,order
ELLAU45,-45,percentage,Amount Off,order
NIKA45,-45,percentage,Amount Off,order
abhignya45,-40,percentage,Amount Off,order
abhignya50,-50,percentage,Amount Off,order
MARIEFRANCE,-50,percentage,Amount Off,order
BLONDIE,-45,percentage,Amount Off,order
OPHELIE,-45,percentage,Amount Off,order
CINDY50,-50,percentage,Amount Off,order
ADORABLE,-50,percentage,Amount Off,order
SARAHM,-45,percentage,Amount Off,order
ESRA45,-45,percentage,Amount Off,order
VIKA45,-45,percentage,Amount Off,order
45CINDY,-45,percentage,Amount Off,order
45ESRA,-45,percentage,Amount Off,order
JOLIE45,-45,percentage,Amount Off,order
COZYTIMES,0,percentage,Amount Off,order
STYLINGWUNDER,-50,percentage,Amount Off,order
THANKYOU,-20,percentage,Amount Off,order
ADORABLE45,-45,percentage,Amount Off,order
ADORABLEE50,-50,percentage,Amount Off,order
CERISE35,-35,percentage,Amount Off,order
giuli45,-45,percentage,Amount Off,order
micol45,-45,percentage,Amount Off,order
mammanna45,-45,percentage,Amount Off,order
45carolina,-45,percentage,Amount Off,order
ROMY,-45,percentage,Amount Off,order
YAMINA,-50,percentage,Amount Off,order
45PIA,-45,percentage,Amount Off,order
CECILE47,-47,percentage,Amount Off,order
TANJACOZY45,-45,percentage,Amount Off,order
LUDIVINE50,-50,percentage,Amount Off,order
MATHELLA45,-45,percentage,Amount Off,order
45NINI,-45,percentage,Amount Off,order
PINK,-50,percentage,Amount Off,order
NYLM,-50,percentage,Amount Off,order
WARRAND50,-50,percentage,Amount Off,order
BENAIM50,-50,percentage,Amount Off,order
BONJOURMARIE,-50,percentage,Amount Off,order
ANNACOZY45,-45,percentage,Amount Off,order
STEPHISFAMILIE,-50,percentage,Amount Off,order
MIRANDA45,-45,percentage,Amount Off,order
merryxmas,-50,percentage,Amount Off,order
POULE50,-50,percentage,Amount Off,order
BODYSUIT45,-45,percentage,Amount Off,order
JUSTINEMB,-40,percentage,Amount Off,order
ISABEL47,-47,percentage,Amount Off,order
PAQR45,-45,percentage,Amount Off,order
PAQR50,-50,percentage,Amount Off,order
45SEDA,-45,percentage,Amount Off,order
KUNDIN,-40,percentage,Amount Off,order
45ANJAS,-45,percentage,Amount Off,order
ANJAS45,-45,percentage,Amount Off,order
vale45,-45,percentage,Amount Off,order
chia45,-45,percentage,Amount Off,order
gloria45,-45,percentage,Amount Off,order
BABYBLOG,-45,percentage,Amount Off,order
POLLY45,-45,percentage,Amount Off,order
PARFAITE45,-45,percentage,Amount Off,order
45saraht,-40,percentage,Amount Off,order
ELFISTAG,-45,percentage,Amount Off,order
JULIASTAG,-45,percentage,Amount Off,order
KATESTAG,-45,percentage,Amount Off,order
COCOSTAG,-45,percentage,Amount Off,order
45CELINE,-45,percentage,Amount Off,order
DANIELA47,-47,percentage,Amount Off,order
ANNKATHRIN47,-47,percentage,Amount Off,order
47CHRISTINA,-47,percentage,Amount Off,order
45Stephi,-45,percentage,Amount Off,order
CHRISSI47,-47,percentage,Amount Off,order
CORNELIA47,-47,percentage,Amount Off,order
ANKE47,-47,percentage,Amount Off,order
LIKETHAT45,-45,percentage,Amount Off,order
LIKETHAT50,-50,percentage,Amount Off,order
ANNCHRISTIN47,-47,percentage,Amount Off,order
MARINE50,-50,percentage,Amount Off,order
DAY47,-47,percentage,Amount Off,order
MOMO47,-47,percentage,Amount Off,order
LISAMARIA47,-47,percentage,Amount Off,order
LYNN50,-40,percentage,Amount Off,order
47LENA,-47,percentage,Amount Off,order
LYNNSPECIAL,-47,percentage,Amount Off,order
LAFEE47,-47,percentage,Amount Off,order
MELISSASPECIAL,-47,percentage,Amount Off,order
NATHALIECOZY,-40,percentage,Amount Off,order
VIVI47,-47,percentage,Amount Off,order
TARA47,-47,percentage,Amount Off,order
HEIDI47,-47,percentage,Amount Off,order
JEAN47,-47,percentage,Amount Off,order
MILENA47,-47,percentage,Amount Off,order
MAVIE50,-50,percentage,Amount Off,order
ERNESTINE47,-47,percentage,Amount Off,order
CHERRY47,-47,percentage,Amount Off,order
MARIJKE45,-45,percentage,Amount Off,order
HAUCHIS45,-45,percentage,Amount Off,order
45SASKIA,-45,percentage,Amount Off,order
LAMALINE,-50,percentage,Amount Off,order
MARRY45,-45,percentage,Amount Off,order
HANNA47,-47,percentage,Amount Off,order
JOLINA47,-47,percentage,Amount Off,order
JANASPECIAL,-50,percentage,Amount Off,order
MICHAELA47,-47,percentage,Amount Off,order
47SABRINA,-47,percentage,Amount Off,order
MARTINA47,-47,percentage,Amount Off,order
ACTIVE50,-50,percentage,Amount Off,order
47LAURA,-47,percentage,Amount Off,order
LILLYBECKER,-47,percentage,Amount Off,order
BASMA47,-47,percentage,Amount Off,order
SANDRAKUHN,-47,percentage,Amount Off,order
MARTA47,-47,percentage,Amount Off,order
SERLINA47,-47,percentage,Amount Off,order
ELO50,-50,percentage,Amount Off,order
47SARA,-47,percentage,Amount Off,order
LUISA47,-47,percentage,Amount Off,order
47STEFFI,-47,percentage,Amount Off,order
cecilia45,-45,percentage,Amount Off,order
KRISTINACOZY,-45,percentage,Amount Off,order
ZIANIA47,-47,percentage,Amount Off,order
KATHIDAILY47,-47,percentage,Amount Off,order
CARINAMARIA47,-47,percentage,Amount Off,order
THERESACOZY,-50,percentage,Amount Off,order
sunchasingtravelers,-47,percentage,Amount Off,order
TRIPLETS45,-45,percentage,Amount Off,order
BERNARDES50,-50,percentage,Amount Off,order
47simone,-40,percentage,Amount Off,order
47dajana,-40,percentage,Amount Off,order
47a,-40,percentage,Amount Off,order
47giulie,-40,percentage,Amount Off,order
47ninaf,-40,percentage,Amount Off,order
47katarina,-40,percentage,Amount Off,order
47nati,-40,percentage,Amount Off,order
47michellec,-40,percentage,Amount Off,order
47pingu,-40,percentage,Amount Off,order
47alex,-40,percentage,Amount Off,order
47nicole,-40,percentage,Amount Off,order
47frances,-40,percentage,Amount Off,order
47janina,-40,percentage,Amount Off,order
47zara,-40,percentage,Amount Off,order
47antonia,-40,percentage,Amount Off,order
47nicola,-40,percentage,Amount Off,order
47eva,-40,percentage,Amount Off,order
47caro,-40,percentage,Amount Off,order
47ozisanti,-40,percentage,Amount Off,order
47lolly,-40,percentage,Amount Off,order
alinebachmann47,-40,percentage,Amount Off,order
47madeleine,-40,percentage,Amount Off,order
47claudia,-40,percentage,Amount Off,order
JANI47,-47,percentage,Amount Off,order
KONFETTI47,-47,percentage,Amount Off,order
47INA,-47,percentage,Amount Off,order
JUANA47,-47,percentage,Amount Off,order
FASHIONHIPPIELOVES,-50,percentage,Amount Off,order
47ANGELINA,-47,percentage,Amount Off,order
JACKY,-50,percentage,Amount Off,order
GOLD,-40,percentage,Amount Off,order
ROXY47,-47,percentage,Amount Off,order
CRISTINA47,-47,percentage,Amount Off,order
GLOSS47,-47,percentage,Amount Off,order
KARIN47,-47,percentage,Amount Off,order
KATJA47,-47,percentage,Amount Off,order
47JANA,-47,percentage,Amount Off,order
MIRI47,-47,percentage,Amount Off,order
50SARA,-50,percentage,Amount Off,order
SARAV47,-47,percentage,Amount Off,order
LABELLOVE47,-47,percentage,Amount Off,order
LABELLA47,-47,percentage,Amount Off,order
JIL47,-47,percentage,Amount Off,order
MAREIKE47,-47,percentage,Amount Off,order
CARODEAL,-50,percentage,Amount Off,order
AMANDA47,-47,percentage,Amount Off,order
47KATHRIN,-47,percentage,Amount Off,order
SAM47,-47,percentage,Amount Off,order
JOANA47,-47,percentage,Amount Off,order
KLABAUTER47,-47,percentage,Amount Off,order
EVA47,-47,percentage,Amount Off,order
47SILKE,-47,percentage,Amount Off,order
SUNNY47,-47,percentage,Amount Off,order
LIZ47,-47,percentage,Amount Off,order
JOLIE47,-47,percentage,Amount Off,order
BEYOUTY,-50,percentage,Amount Off,order
MADAME45,-45,percentage,Amount Off,order
EVASPECIAL47,-47,percentage,Amount Off,order
JULIAHYS47,-47,percentage,Amount Off,order
JULIADEAL47,-47,percentage,Amount Off,order
FASHION47,-47,percentage,Amount Off,order
VERENAK47,-47,percentage,Amount Off,order
SARAHLOVE47,-47,percentage,Amount Off,order
VERA47,-47,percentage,Amount Off,order
FREITAG47,-47,percentage,Amount Off,order
MARINACOZY,-45,percentage,Amount Off,order
47MARIE,-47,percentage,Amount Off,order
ELIF47,-47,percentage,Amount Off,order
SELFLOVE47,-47,percentage,Amount Off,order
LISAFIT47,-47,percentage,Amount Off,order
LARAWINTER47,-47,percentage,Amount Off,order
JACLYN47,-47,percentage,Amount Off,order
Marisa47,-47,percentage,Amount Off,order
47THERESA,-47,percentage,Amount Off,order
47SELFLOVE,-47,percentage,Amount Off,order
heylena,-50,percentage,Amount Off,order
SELFLOVEANNA47,-47,percentage,Amount Off,order
47ANDREA,-47,percentage,Amount Off,order
LISASPECIAL47,-47,percentage,Amount Off,order
CARINASPOON47,-47,percentage,Amount Off,order
CATOWBEAUTY47,-47,percentage,Amount Off,order
FASHIONDIARIES47,-47,percentage,Amount Off,order
47PATRICIA,-47,percentage,Amount Off,order
CHRISTINASELFLOVE47,-47,percentage,Amount Off,order
MAXI47,-47,percentage,Amount Off,order
MARIE47,-47,percentage,Amount Off,order
KARLOTTA45,-45,percentage,Amount Off,order
SABRINAS47,-47,percentage,Amount Off,order
ANNIELA47,-47,percentage,Amount Off,order
CRYSTAL45,-45,percentage,Amount Off,order
VAMILY47,-47,percentage,Amount Off,order
KRISTINASELFLOVE,-47,percentage,Amount Off,order
CHRISTA47,-47,percentage,Amount Off,order
ANNASELFLOVE47,-47,percentage,Amount Off,order
47Kristina,-47,percentage,Amount Off,order
47ISABEL,-47,percentage,Amount Off,order
WOHNPROJEKT47,-47,percentage,Amount Off,order
KATHIMARIE47,-47,percentage,Amount Off,order
BEAUTYMOMMY47,-47,percentage,Amount Off,order
JULE47,-47,percentage,Amount Off,order
YARALINE,-47,percentage,Amount Off,order
JOHANNA47,-47,percentage,Amount Off,order
47ALINA,-47,percentage,Amount Off,order
47KONFETTI,-47,percentage,Amount Off,order
